Dataset,Method,Mix_Rate,Accuracy
celebA-0,TopK 0.5,0.25,0.7243763208389282
celebA-0,TopK 0.5,0.25,0.7034866213798523
celebA-0,TopK 0.5,0.25,0.7363991737365723
celebA-0,TopK 0.5,0.5,0.7198677659034729
celebA-0,TopK 0.5,0.5,0.8404969573020935
celebA-0,TopK 0.5,0.5,0.6570984721183777
celebA-0,TopK 0.5,0.75,0.925508439540863
celebA-0,TopK 0.5,0.75,0.9117323160171509
celebA-0,TopK 0.5,0.75,0.918645441532135
celebA-0,TopK 0.5,1.0,0.8706542253494263
celebA-0,TopK 0.5,1.0,0.8471094965934753
celebA-0,TopK 0.5,1.0,0.8842801451683044
cifar_mnist,DBAT,0.1,0.5081632733345032
cifar_mnist,DBAT,0.1,0.5091836452484131
cifar_mnist,DBAT,0.1,0.5020408034324646
cifar_mnist,DBAT,0.25,0.5622448921203613
cifar_mnist,DBAT,0.25,0.5704081654548645
cifar_mnist,DBAT,0.25,0.5306122303009033
cifar_mnist,DBAT,0.5,0.6887755393981934
cifar_mnist,DBAT,0.5,0.7714285850524902
cifar_mnist,DBAT,0.5,0.7418367266654968
cifar_mnist,DBAT,0.75,0.890816330909729
cifar_mnist,DBAT,0.75,0.9316326379776001
cifar_mnist,DBAT,0.75,0.8357142806053162
cifar_mnist,DBAT,1.0,0.9551020264625549
cifar_mnist,DBAT,1.0,0.9673469662666321
cifar_mnist,DBAT,1.0,0.9591836929321289
cifar_mnist,DivDis,0.1,0.7193877696990967
cifar_mnist,DivDis,0.1,0.640816330909729
cifar_mnist,DivDis,0.1,0.5846938490867615
cifar_mnist,DivDis,0.25,0.8622449040412903
cifar_mnist,DivDis,0.25,0.905102014541626
cifar_mnist,DivDis,0.25,0.8836734890937805
cifar_mnist,DivDis,0.5,0.9163265228271484
cifar_mnist,DivDis,0.5,0.936734676361084
cifar_mnist,DivDis,0.5,0.9295918345451355
cifar_mnist,DivDis,0.75,0.8714285492897034
cifar_mnist,DivDis,0.75,0.8387755155563354
cifar_mnist,DivDis,0.75,0.8744897842407227
cifar_mnist,DivDis,1.0,0.7540816068649292
cifar_mnist,DivDis,1.0,0.7785714268684387
cifar_mnist,DivDis,1.0,0.777550995349884
cifar_mnist,ERM,0.1,0.5
cifar_mnist,ERM,0.1,0.5
cifar_mnist,ERM,0.1,0.5
cifar_mnist,ERM,0.25,0.5
cifar_mnist,ERM,0.25,0.5
cifar_mnist,ERM,0.25,0.5
cifar_mnist,ERM,0.5,0.5
cifar_mnist,ERM,0.5,0.5
cifar_mnist,ERM,0.5,0.5
cifar_mnist,ERM,0.75,0.5
cifar_mnist,ERM,0.75,0.5
cifar_mnist,ERM,0.75,0.5
cifar_mnist,ERM,1.0,0.5
cifar_mnist,ERM,1.0,0.5
cifar_mnist,ERM,1.0,0.5
cifar_mnist,TopK 0.1,0.1,0.5336734652519226
cifar_mnist,TopK 0.1,0.1,0.7581632733345032
cifar_mnist,TopK 0.1,0.1,0.5091836452484131
cifar_mnist,TopK 0.1,0.25,0.8214285969734192
cifar_mnist,TopK 0.1,0.25,0.8234694004058838
cifar_mnist,TopK 0.1,0.25,0.5622448921203613
cifar_mnist,TopK 0.1,0.5,0.8857142925262451
cifar_mnist,TopK 0.1,0.5,0.809183657169342
cifar_mnist,TopK 0.1,0.5,0.8469387888908386
cifar_mnist,TopK 0.1,0.75,0.8153061270713806
cifar_mnist,TopK 0.1,0.75,0.7234693765640259
cifar_mnist,TopK 0.1,0.75,0.7581632733345032
cifar_mnist,TopK 0.1,1.0,0.7540816068649292
cifar_mnist,TopK 0.1,1.0,0.7448979616165161
cifar_mnist,TopK 0.1,1.0,0.75
cifar_mnist,TopK 0.5,0.1,0.5489795804023743
cifar_mnist,TopK 0.5,0.1,0.6020408272743225
cifar_mnist,TopK 0.5,0.1,0.563265323638916
cifar_mnist,TopK 0.5,0.25,0.7714285850524902
cifar_mnist,TopK 0.5,0.25,0.6499999761581421
cifar_mnist,TopK 0.5,0.25,0.7581632733345032
cifar_mnist,TopK 0.5,0.5,0.8938775658607483
cifar_mnist,TopK 0.5,0.5,0.8367347121238708
cifar_mnist,TopK 0.5,0.5,0.8704081773757935
cifar_mnist,TopK 0.5,0.75,0.9377551078796387
cifar_mnist,TopK 0.5,0.75,0.9438775777816772
cifar_mnist,TopK 0.5,0.75,0.9397959113121033
cifar_mnist,TopK 0.5,1.0,0.9071428775787354
cifar_mnist,TopK 0.5,1.0,0.9132652878761292
cifar_mnist,TopK 0.5,1.0,0.9255102276802063
fmnist_mnist,DBAT,0.1,0.5102040767669678
fmnist_mnist,DBAT,0.1,0.5071428418159485
fmnist_mnist,DBAT,0.1,0.8255102038383484
fmnist_mnist,DBAT,0.25,0.6938775777816772
fmnist_mnist,DBAT,0.25,0.6102041006088257
fmnist_mnist,DBAT,0.25,0.5204081535339355
fmnist_mnist,DBAT,0.5,0.5020408034324646
fmnist_mnist,DBAT,0.5,0.6795918345451355
fmnist_mnist,DBAT,0.5,0.8040816187858582
fmnist_mnist,DBAT,0.75,0.936734676361084
fmnist_mnist,DBAT,0.75,0.6316326260566711
fmnist_mnist,DBAT,0.75,0.8551020622253418
fmnist_mnist,DBAT,1.0,0.9948979616165161
fmnist_mnist,DBAT,1.0,0.9989795684814453
fmnist_mnist,DBAT,1.0,0.9979591965675354
fmnist_mnist,DivDis,0.1,0.922448992729187
fmnist_mnist,DivDis,0.1,0.9867346882820129
fmnist_mnist,DivDis,0.1,0.8469387888908386
fmnist_mnist,DivDis,0.25,0.9520407915115356
fmnist_mnist,DivDis,0.25,0.9826530814170837
fmnist_mnist,DivDis,0.25,0.9928571581840515
fmnist_mnist,DivDis,0.5,0.9877551198005676
fmnist_mnist,DivDis,0.5,0.9877551198005676
fmnist_mnist,DivDis,0.5,0.9836734533309937
fmnist_mnist,DivDis,0.75,0.8938775658607483
fmnist_mnist,DivDis,0.75,0.8979591727256775
fmnist_mnist,DivDis,0.75,0.9479591846466064
fmnist_mnist,DivDis,1.0,0.9673469662666321
fmnist_mnist,DivDis,1.0,0.8826530575752258
fmnist_mnist,DivDis,1.0,0.8071428537368774
fmnist_mnist,ERM,0.1,0.5132653117179871
fmnist_mnist,ERM,0.1,0.5132653117179871
fmnist_mnist,ERM,0.1,0.5061224699020386
fmnist_mnist,ERM,0.25,0.5051020383834839
fmnist_mnist,ERM,0.25,0.5010204315185547
fmnist_mnist,ERM,0.25,0.5744897723197937
fmnist_mnist,ERM,0.5,0.5040816068649292
fmnist_mnist,ERM,0.5,0.5377551317214966
fmnist_mnist,ERM,0.5,0.5020408034324646
fmnist_mnist,ERM,0.75,0.5010204315185547
fmnist_mnist,ERM,0.75,0.5
fmnist_mnist,ERM,0.75,0.5285714268684387
fmnist_mnist,ERM,1.0,0.5061224699020386
fmnist_mnist,ERM,1.0,0.5010204315185547
fmnist_mnist,ERM,1.0,0.5020408034324646
fmnist_mnist,TopK 0.1,0.1,0.9806122183799744
fmnist_mnist,TopK 0.1,0.1,0.9030612111091614
fmnist_mnist,TopK 0.1,0.1,0.9163265228271484
fmnist_mnist,TopK 0.1,0.25,0.9734693765640259
fmnist_mnist,TopK 0.1,0.25,0.9867346882820129
fmnist_mnist,TopK 0.1,0.25,0.9867346882820129
fmnist_mnist,TopK 0.1,0.5,0.9530612230300903
fmnist_mnist,TopK 0.1,0.5,0.9602040648460388
fmnist_mnist,TopK 0.1,0.5,0.936734676361084
fmnist_mnist,TopK 0.1,0.75,0.918367326259613
fmnist_mnist,TopK 0.1,0.75,0.9591836929321289
fmnist_mnist,TopK 0.1,0.75,0.9714285731315613
fmnist_mnist,TopK 0.1,1.0,0.9479591846466064
fmnist_mnist,TopK 0.1,1.0,0.936734676361084
fmnist_mnist,TopK 0.1,1.0,0.6040816307067871
fmnist_mnist,TopK 0.5,0.1,0.7306122183799744
fmnist_mnist,TopK 0.5,0.1,0.5744897723197937
fmnist_mnist,TopK 0.5,0.1,0.8734694123268127
fmnist_mnist,TopK 0.5,0.25,0.9785714149475098
fmnist_mnist,TopK 0.5,0.25,0.800000011920929
fmnist_mnist,TopK 0.5,0.25,0.9744898080825806
fmnist_mnist,TopK 0.5,0.5,0.9530612230300903
fmnist_mnist,TopK 0.5,0.5,0.9204081892967224
fmnist_mnist,TopK 0.5,0.5,0.9897959232330322
fmnist_mnist,TopK 0.5,0.75,0.9938775300979614
fmnist_mnist,TopK 0.5,0.75,0.9948979616165161
fmnist_mnist,TopK 0.5,0.75,0.9897959232330322
fmnist_mnist,TopK 0.5,1.0,0.9897959232330322
fmnist_mnist,TopK 0.5,1.0,0.9836734533309937
fmnist_mnist,TopK 0.5,1.0,0.9867346882820129
multi-nli,DBAT,0.1,0.7189788222312927
multi-nli,DBAT,0.1,0.7220301032066345
multi-nli,DBAT,0.1,0.7234539985656738
multi-nli,DBAT,0.25,0.7516273260116577
multi-nli,DBAT,0.25,0.7531529664993286
multi-nli,DBAT,0.25,0.7550854086875916
multi-nli,DBAT,0.5,0.779292106628418
multi-nli,DBAT,0.5,0.7851912379264832
multi-nli,DBAT,0.5,0.7775630354881287
multi-nli,DBAT,0.75,0.7877339124679565
multi-nli,DBAT,0.75,0.7911920547485352
multi-nli,DBAT,0.75,0.7843775153160095
multi-nli,DBAT,1.0,0.7954638004302979
multi-nli,DBAT,1.0,0.7954638004302979
multi-nli,DBAT,1.0,0.7907851934432983
multi-nli,DivDis,0.1,0.7127746343612671
multi-nli,DivDis,0.1,0.7122660875320435
multi-nli,DivDis,0.1,0.7123677730560303
multi-nli,DivDis,0.25,0.7129780054092407
multi-nli,DivDis,0.25,0.7136899828910828
multi-nli,DivDis,0.25,0.7129780054092407
multi-nli,DivDis,0.5,0.7144019603729248
multi-nli,DivDis,0.5,0.7146053910255432
multi-nli,DivDis,0.5,0.7234539985656738
multi-nli,DivDis,0.75,0.7161309719085693
multi-nli,DivDis,0.75,0.7157241702079773
multi-nli,DivDis,0.75,0.7155207395553589
multi-nli,DivDis,1.0,0.7156224846839905
multi-nli,DivDis,1.0,0.7141985297203064
multi-nli,DivDis,1.0,0.7149105072021484
multi-nli,ERM,0.0,0.7099267840385437
multi-nli,ERM,0.0,0.7099267840385437
multi-nli,ERM,0.0,0.7098250389099121
multi-nli,TopK 0.1,0.1,0.7144019603729248
multi-nli,TopK 0.1,0.1,0.7103335857391357
multi-nli,TopK 0.1,0.1,0.7151139378547668
multi-nli,TopK 0.1,0.25,0.7397274374961853
multi-nli,TopK 0.1,0.25,0.7154190540313721
multi-nli,TopK 0.1,0.25,0.7162327170372009
multi-nli,TopK 0.1,0.5,0.723352313041687
multi-nli,TopK 0.1,0.5,0.743287205696106
multi-nli,TopK 0.1,0.5,0.7393205761909485
multi-nli,TopK 0.1,0.75,0.7220301032066345
multi-nli,TopK 0.1,0.75,0.7396256923675537
multi-nli,TopK 0.1,0.75,0.7253865003585815
multi-nli,TopK 0.1,1.0,0.7245728373527527
multi-nli,TopK 0.1,1.0,0.7283360362052917
multi-nli,TopK 0.1,1.0,0.7299633622169495
multi-nli,TopK 0.5,0.1,0.718063473701477
multi-nli,TopK 0.5,0.1,0.7085028290748596
multi-nli,TopK 0.5,0.1,0.7178600430488586
multi-nli,TopK 0.5,0.25,0.7362692952156067
multi-nli,TopK 0.5,0.25,0.7227420806884766
multi-nli,TopK 0.5,0.25,0.7248779535293579
multi-nli,TopK 0.5,0.5,0.7519324421882629
multi-nli,TopK 0.5,0.5,0.7414564490318298
multi-nli,TopK 0.5,0.5,0.741354763507843
multi-nli,TopK 0.5,0.75,0.7498983144760132
multi-nli,TopK 0.5,0.75,0.7419649958610535
multi-nli,TopK 0.5,0.75,0.7368795871734619
multi-nli,TopK 0.5,1.0,0.7391171455383301
multi-nli,TopK 0.5,1.0,0.7419649958610535
multi-nli,TopK 0.5,1.0,0.7411513328552246
toy_grid,DBAT,0.1,0.8339999914169312
toy_grid,DBAT,0.1,0.6800000071525574
toy_grid,DBAT,0.1,0.7080000042915344
toy_grid,DBAT,0.25,0.8339999914169312
toy_grid,DBAT,0.25,0.6800000071525574
toy_grid,DBAT,0.25,0.7080000042915344
toy_grid,DBAT,0.5,0.8339999914169312
toy_grid,DBAT,0.5,0.7080000042915344
toy_grid,DBAT,0.5,0.7080000042915344
toy_grid,DBAT,0.75,0.8339999914169312
toy_grid,DBAT,0.75,0.9319999814033508
toy_grid,DBAT,0.75,0.8579999804496765
toy_grid,DBAT,1.0,0.8339999914169312
toy_grid,DBAT,1.0,0.9900000095367432
toy_grid,DBAT,1.0,0.9399999976158142
toy_grid,DivDis,0.1,0.9779999852180481
toy_grid,DivDis,0.1,0.9700000286102295
toy_grid,DivDis,0.1,0.9440000057220459
toy_grid,DivDis,0.25,0.9819999933242798
toy_grid,DivDis,0.25,0.9900000095367432
toy_grid,DivDis,0.25,0.9679999947547913
toy_grid,DivDis,0.5,0.9739999771118164
toy_grid,DivDis,0.5,0.984000027179718
toy_grid,DivDis,0.5,0.9800000190734863
toy_grid,DivDis,0.75,0.9139999747276306
toy_grid,DivDis,0.75,0.9179999828338623
toy_grid,DivDis,0.75,0.8899999856948853
toy_grid,DivDis,1.0,0.8899999856948853
toy_grid,DivDis,1.0,0.8360000252723694
toy_grid,DivDis,1.0,0.8820000290870667
toy_grid,ERM,0.1,0.828000009059906
toy_grid,ERM,0.1,0.699999988079071
toy_grid,ERM,0.1,0.7300000190734863
toy_grid,ERM,0.25,0.828000009059906
toy_grid,ERM,0.25,0.699999988079071
toy_grid,ERM,0.25,0.7300000190734863
toy_grid,ERM,0.5,0.828000009059906
toy_grid,ERM,0.5,0.699999988079071
toy_grid,ERM,0.5,0.7300000190734863
toy_grid,ERM,0.75,0.828000009059906
toy_grid,ERM,0.75,0.699999988079071
toy_grid,ERM,0.75,0.7300000190734863
toy_grid,ERM,1.0,0.828000009059906
toy_grid,ERM,1.0,0.699999988079071
toy_grid,ERM,1.0,0.7300000190734863
toy_grid,TopK 0.1,0.1,0.984000027179718
toy_grid,TopK 0.1,0.1,0.9179999828338623
toy_grid,TopK 0.1,0.1,0.9599999785423279
toy_grid,TopK 0.1,0.25,0.9919999837875366
toy_grid,TopK 0.1,0.25,0.9860000014305115
toy_grid,TopK 0.1,0.25,0.9940000176429749
toy_grid,TopK 0.1,0.5,0.9760000109672546
toy_grid,TopK 0.1,0.5,0.9559999704360962
toy_grid,TopK 0.1,0.5,0.9879999756813049
toy_grid,TopK 0.1,0.75,0.9660000205039978
toy_grid,TopK 0.1,0.75,0.9800000190734863
toy_grid,TopK 0.1,0.75,0.9879999756813049
toy_grid,TopK 0.1,1.0,0.9539999961853027
toy_grid,TopK 0.1,1.0,0.9340000152587891
toy_grid,TopK 0.1,1.0,0.9399999976158142
toy_grid,TopK 0.5,0.1,0.921999990940094
toy_grid,TopK 0.5,0.1,0.5619999766349792
toy_grid,TopK 0.5,0.1,0.8659999966621399
toy_grid,TopK 0.5,0.25,0.9940000176429749
toy_grid,TopK 0.5,0.25,0.6119999885559082
toy_grid,TopK 0.5,0.25,0.9779999852180481
toy_grid,TopK 0.5,0.5,0.9419999718666077
toy_grid,TopK 0.5,0.5,0.9100000262260437
toy_grid,TopK 0.5,0.5,0.9079999923706055
toy_grid,TopK 0.5,0.75,0.9380000233650208
toy_grid,TopK 0.5,0.75,0.921999990940094
toy_grid,TopK 0.5,0.75,0.9480000138282776
toy_grid,TopK 0.5,1.0,0.9319999814033508
toy_grid,TopK 0.5,1.0,0.9200000166893005
toy_grid,TopK 0.5,1.0,0.9620000123977661
waterbirds,DBAT,0.1,0.6689679026603699
waterbirds,DBAT,0.1,0.6763893961906433
waterbirds,DBAT,0.1,0.6687952876091003
waterbirds,DBAT,0.25,0.6834656596183777
waterbirds,DBAT,0.25,0.7141870856285095
waterbirds,DBAT,0.25,0.6813945174217224
waterbirds,DBAT,0.5,0.6643078923225403
waterbirds,DBAT,0.5,0.7093545198440552
waterbirds,DBAT,0.5,0.6634449362754822
waterbirds,DBAT,0.75,0.6912323236465454
waterbirds,DBAT,0.75,0.6955471038818359
waterbirds,DBAT,0.75,0.6794960498809814
waterbirds,DBAT,1.0,0.704004168510437
waterbirds,DBAT,1.0,0.7376596331596375
waterbirds,DBAT,1.0,0.6891611814498901
waterbirds,DivDis,0.1,0.6891611814498901
waterbirds,DivDis,0.1,0.8224024772644043
waterbirds,DivDis,0.1,0.7185019254684448
waterbirds,DivDis,0.25,0.8909216523170471
waterbirds,DivDis,0.25,0.8912668228149414
waterbirds,DivDis,0.25,0.8816016316413879
waterbirds,DivDis,0.5,0.8998964428901672
waterbirds,DivDis,0.5,0.9073179364204407
waterbirds,DivDis,0.5,0.8798757195472717
waterbirds,DivDis,0.75,0.9081808924674988
waterbirds,DivDis,0.75,0.8602002263069153
waterbirds,DivDis,0.75,0.8627890944480896
waterbirds,DivDis,1.0,0.8137728571891785
waterbirds,DivDis,1.0,0.8408698439598083
waterbirds,DivDis,1.0,0.8182602524757385
waterbirds,ERM,0.1,0.6622368097305298
waterbirds,ERM,0.1,0.6765619516372681
waterbirds,ERM,0.1,0.6349672079086304
waterbirds,ERM,0.25,0.6751812100410461
waterbirds,ERM,0.25,0.6910597085952759
waterbirds,ERM,0.25,0.6401450037956238
waterbirds,ERM,0.5,0.688298225402832
waterbirds,ERM,0.5,0.6605108976364136
waterbirds,ERM,0.5,0.6437694430351257
waterbirds,ERM,0.75,0.6715567708015442
waterbirds,ERM,0.75,0.6373835206031799
waterbirds,ERM,0.75,0.6584397554397583
waterbirds,ERM,1.0,0.7430099844932556
waterbirds,ERM,1.0,0.6506730914115906
waterbirds,ERM,1.0,0.6984812021255493
waterbirds,TopK 0.1,0.1,0.624266505241394
waterbirds,TopK 0.1,0.1,0.6453227400779724
waterbirds,TopK 0.1,0.1,0.6389368176460266
waterbirds,TopK 0.1,0.25,0.7547463178634644
waterbirds,TopK 0.1,0.25,0.7476699948310852
waterbirds,TopK 0.1,0.25,0.8001380562782288
waterbirds,TopK 0.1,0.5,0.7388678193092346
waterbirds,TopK 0.1,0.5,0.7141870856285095
waterbirds,TopK 0.1,0.5,0.6971004605293274
waterbirds,TopK 0.1,0.75,0.7992751002311707
waterbirds,TopK 0.1,0.75,0.712116003036499
waterbirds,TopK 0.1,0.75,0.8417328000068665
waterbirds,TopK 0.1,1.0,0.8299965262413025
waterbirds,TopK 0.1,1.0,0.702278196811676
waterbirds,TopK 0.1,1.0,0.8023817539215088
waterbirds,TopK 0.5,0.1,0.7226440906524658
waterbirds,TopK 0.5,0.1,0.7668277621269226
waterbirds,TopK 0.5,0.1,0.8051432371139526
waterbirds,TopK 0.5,0.25,0.8210217356681824
waterbirds,TopK 0.5,0.25,0.6708664298057556
waterbirds,TopK 0.5,0.25,0.7060752511024475
waterbirds,TopK 0.5,0.5,0.8595098257064819
waterbirds,TopK 0.5,0.5,0.7934069633483887
waterbirds,TopK 0.5,0.5,0.81981360912323
waterbirds,TopK 0.5,0.75,0.8700379729270935
waterbirds,TopK 0.5,0.75,0.7795996069908142
waterbirds,TopK 0.5,0.75,0.7222989201545715
waterbirds,TopK 0.5,1.0,0.7190196514129639
waterbirds,TopK 0.5,1.0,0.8952364325523376
waterbirds,TopK 0.5,1.0,0.8633068799972534
